convention,eps,p,F_in,C_in,P_success,F_out,gain,purity_out,C_out,N_out,concurrence_gain,bell_leakage,trace_distance_to_ideal,min_eigenvalue
pauli,0.05,0.115,0.9624999999999996,0.9250000000000009,0.6369162213420836,0.8517531891635526,-0.110746810836447,0.7333696485379434,0.7035063783271056,0.3517531891635527,-0.22149362167289532,1.767133667499296e-17,0.14774107921136295,0.03975082523392293
pauli,0.05,0.12,0.9624999999999996,0.9250000000000009,0.627111304345661,0.8445690570623092,-0.11793094293769035,0.721953234758584,0.6891381141246191,0.34456905706230945,-0.23586188587538182,2.6758843410455936e-17,0.15492521131260628,0.041781883029743
pauli,0.05,0.125,0.9624999999999996,0.9250000000000009,0.6175101818930038,0.8373313855129767,-0.12516861448702288,0.7105913680123351,0.6746627710259537,0.3373313855129769,-0.2503372289740472,2.755833005588119e-17,0.1621628828619388,0.043837308860101745
pauli,0.05,0.13,0.9624999999999996,0.9250000000000009,0.6081095444745074,0.8300418842491043,-0.13245811575089528,0.6992896805638511,0.660083768498209,0.3300418842491044,-0.2649162315017919,1.55035273042025e-17,0.1694523841258112,0.04591675381352987
pauli,0.05,0.135,0.9624999999999996,0.9250000000000009,0.5989061205509936,0.8227023487625876,-0.13979765123741195,0.6880538227067184,0.6454046975251759,0.32270234876258785,-0.279595302474825,3.134125050596872e-17,0.17679191961232782,0.048019839320295084
pauli,0.05,0.14,0.9624999999999996,0.9250000000000009,0.589896676320045,0.8153146604302639,-0.14718533956973567,0.676889452437116,0.6306293208605279,0.3153146604302641,-0.294370679139473,2.2793282033189267e-17,0.1841796079446516,0.050146156736853284
pauli,0.05,0.145,0.9624999999999996,0.9250000000000009,0.5810780154823426,0.8078807864522742,-0.15461921354772534,0.6658022247659303,0.6157615729045486,0.30788078645227424,-0.30923842709545235,1.7330458746810888e-17,0.19161348192264135,0.05229526698145162
pauli,0.05,0.15,0.9624999999999996,0.9250000000000009,0.5724469790079996,0.8004027795936656,-0.162097220406334,0.6547977806972257,0.6008055591873311,0.30040277959366557,-0.3241944408126698,9.173410032472031e-17,0.19909148878125,0.0544667002244137
pauli,0.05,0.155,0.9624999999999996,0.9250000000000009,0.5640004449028986,0.7928827777210891,-0.16961722227891052,0.6438817359040955,0.5857655554421781,0.29288277772108917,-0.3392344445578228,7.829527136385974e-18,0.2066114906538265,0.05665995563659788
pauli,0.05,0.16,0.9624999999999996,0.9250000000000009,0.5557353279750272,0.7853230031269075,-0.17717699687309207,0.6330596691360223,0.5706460062538149,0.2853230031269076,-0.35435399374618604,1.6014858011511294e-17,0.21417126524800806,0.05887450119944906
